Date,Close,High,Low,Open,Volume
2017-01-03,26.796831130981445,26.83835879105854,26.476145996007276,26.716083391989514,115127600
2017-01-04,26.7668399810791,26.879888584810086,26.7045493661033,26.72761989905105,84472400
2017-01-05,26.9029598236084,26.960637037575456,26.718392034846257,26.743770149805272,88774400
2017-01-06,27.202880859375,27.26055807083818,26.870659558093067,26.942178737053393,127007600
2017-01-09,27.452045440673828,27.553557897454613,27.209802205404447,27.212108026572132,134247600
2017-01-10,27.479732513427734,27.542023131284918,27.292858899687268,27.401290585574294,97848400
2017-01-11,27.62738609313965,27.668913758508953,27.36207055106736,27.394369650780273,110354400
2017-01-12,27.512027740478516,27.523563885946604,27.27209034812538,27.43128000270791,108344800
2017-01-13,27.463584899902344,27.597396470859678,27.410521083774768,27.479734450868296,104447600
2017-01-17,27.685056686401367,27.74042630692699,27.27439529384671,27.30207922402527,137759200
2017-01-18,27.682756423950195,27.800418438820728,27.61815822289781,27.68506400546463,94852000
2017-01-19,27.63430404663086,27.7058232224131,27.53971433932229,27.546635322763315,102389200
2017-01-20,27.685056686401367,27.788874944907974,27.622766083331104,27.788874944907974,130391600
2017-01-23,27.703516006469727,27.871932462283795,27.63199507411993,27.685058878110514,88200800
2017-01-24,27.67814064025879,27.708132156690723,27.5697072006043,27.58124334701517,92844000
2017-01-25,28.11880111694336,28.16955735840908,27.749667215605317,27.781966321961818,129510400
2017-01-26,28.13263702392578,28.247991446021366,28.054195101613008,28.07034465029964,105350400
2017-01-27,28.134944915771484,28.227228812273786,28.05419716639532,28.17878016264809,82251600
2017-01-30,28.061115264892578,28.061115264892578,27.83732917111173,27.899619782747898,121510000
2017-01-31,27.99652099609375,28.005749562105336,27.828104506847033,27.950379926204814,196804000
2017-02-01,29.703763961791992,30.105198621684547,29.302331062068244,29.306944464520072,447940000
2017-02-02,29.65300178527832,29.851411494111236,29.47997018526137,29.526113001366962,134841600
2017-02-03,29.77989959716797,29.805277712177485,29.56764787178739,29.602252792101375,98029200
2017-02-06,30.059053421020508,30.107503826701652,29.73836827203236,29.791433840239698,107383600
2017-02-07,30.34512710571289,30.474323465875035,30.09596118811299,30.116724134495453,152735200
2017-02-08,30.46279525756836,30.504324681488203,30.27361582957578,30.303609106832457,92016400
2017-02-09,30.68292808532715,30.689879077628472,30.381705455064758,30.50451103318997,113399600
2017-02-10,30.61341094970703,30.80341414472541,30.597193148152336,30.692194745661524,80262000
2017-02-13,30.884504318237305,31.007313393730705,30.75938296016516,30.835847387276022,92141600
2017-02-14,31.285362243652344,31.30158004139978,30.875236165408342,30.92621244792907,132904800
2017-02-15,31.398900985717773,31.575002176378174,31.192680014234295,31.40122033965837,142492400
2017-02-16,31.36182975769043,31.489266940949232,31.243655847657074,31.43597483509916,90338400
2017-02-17,31.44756507873535,31.473053225814766,31.303906541888256,31.303906541888256,88792800
2017-02-21,31.67464256286621,31.686228728388077,31.507811679035,31.56573897104302,98028800
2017-02-22,31.76964569091797,31.77196150989266,31.53793651179541,31.612081610601855,83347600
2017-02-23,31.63524627685547,31.855369236561085,31.58195416853952,31.832200445624018,83152800
2017-02-24,31.665363311767578,31.665363311767578,31.345603654111528,31.491581504015365,87106400
2017-02-27,31.727930068969727,31.846103990270926,31.577320545884863,31.776590542846833,81029600
2017-02-28,31.741830825805664,31.84609921350162,31.67463320698808,31.7626837962248,93931600
2017-03-01,32.39060592651367,32.474021324347866,31.883166086588407,31.950360154143986,145658400
2017-03-02,32.198307037353516,32.50416129581718,32.15196237599731,32.43928301264,104844000
2017-03-03,32.38831329345703,32.399899461149865,32.112578766136714,32.156604082008286,84432400
2017-03-06,32.28633499145508,32.38597171163163,32.11487257416392,32.29328597942098,87000000
2017-03-07,32.32805633544922,32.43464054716233,32.15890613785156,32.221468588135636,69785200
2017-03-08,32.20756149291992,32.39292946043081,32.16585555641993,32.19597533202551,74828800
2017-03-09,32.133419036865234,32.15890718146733,31.75573557579858,32.147324553957766,88623600
2017-03-10,32.24000549316406,32.290981780321495,32.12415093791544,32.26549363674278,78451200
2017-03-13,32.25390625,32.30719835342371,32.1658591955609,32.17281018576398,69686800
2017-03-14,32.20524597167969,32.35817127585512,32.17048748867623,32.277075220046925,61236400
2017-03-15,32.545867919921875,32.613062016013366,32.214522005509565,32.302572611616505,102767200
2017-03-16,32.599151611328125,32.67561603336158,32.499514866642095,32.60610260100389,76928000
2017-03-17,32.43695831298828,32.67098323211855,32.41378598865446,32.67098323211855,175540000
2017-03-20,32.7775764465332,32.78684325645368,32.492571659166025,32.53196178862959,86168000
2017-03-21,32.402198791503906,33.088059264033994,32.37671064979096,32.928179423798255,158119600
2017-03-22,32.76831817626953,32.81002767528399,32.38368001421278,32.4045365315211,103440800
2017-03-23,32.65245056152344,32.80537943767638,32.58062129607,32.73123081811103,81385200
2017-03-24,32.587562561035156,32.84244394521749,32.52036848825966,32.78683249714142,89582400
2017-03-27,32.64318084716797,32.72196109674541,32.119515990987495,32.29793299728972,94300400
2017-03-28,33.31977462768555,33.375382557814326,32.58293773307159,32.65013536277833,133499200
2017-03-29,33.393924713134766,33.4796595109218,33.17843688041903,33.29197211183216,116760000
2017-03-30,33.349891662597656,33.48196755696947,33.250258438928164,33.41013829607275,84829200
2017-03-31,33.287322998046875,33.42866566008339,33.136709994067246,33.30122497536202,78646800
2017-04-03,33.29660415649414,33.3939215752472,33.1459946231956,33.29892351077941,79942800
2017-04-04,33.54452896118164,33.57233292308607,33.17379296965375,33.192330122790196,79565600
2017-04-05,33.3707389831543,33.704400586971246,33.32207852609783,33.417080086884525,110871600
2017-04-06,33.287322998046875,33.48659292262951,33.23866254184434,33.433297295455425,84596000
2017-04-07,33.21318054199219,33.407815331567654,33.19696274399432,33.303546946837955,66688800
2017-04-10,33.173789978027344,33.338304987526925,33.111227533783826,33.27342672520036,75733600
2017-04-11,32.81696701049805,33.215507018771966,32.45318195938717,33.12050542172507,121517600
2017-04-12,32.85635757446289,32.93745365411478,32.67330536938388,32.810016452433096,81400000
2017-04-13,32.682579040527344,32.99075266000285,32.682579040527344,32.8818490675716,71291600
2017-04-17,32.863311767578125,32.87489793311456,32.64086941032309,32.78221214442441,66328400
2017-04-18,32.71732711791992,32.91196193065789,32.69647414561241,32.765987588904714,58790000
2017-04-19,32.596839904785156,32.90269766467193,32.543547792902174,32.874893699446176,69313600
2017-04-20,33.00464630126953,33.11586568446256,32.70805892235448,32.721960903303554,93278400
2017-04-21,32.96525192260742,33.06024995870025,32.8679345329221,33.00464204208006,69283600
2017-04-24,33.282711029052734,33.354540318987496,33.17612323599981,33.250271880836976,68537200
2017-04-25,33.48891067504883,33.57464189717814,33.33598184454813,33.34525218702681,75486000
2017-04-26,33.29195785522461,33.50513331335182,33.22244796192211,33.475010002520825,80164800
2017-04-27,33.31745147705078,33.403186252231365,33.20623209386567,33.34757479283859,56985200
2017-04-28,33.28501892089844,33.43563199400183,33.19697184562686,33.38697151546661,83441600
2017-05-01,33.96392059326172,34.10757910510044,33.58855297943781,33.62099211229172,134411600
2017-05-02,34.17940902709961,34.31380073314205,34.02416435001619,34.186360017446596,181408800
2017-05-03,34.075138092041016,34.17477483890903,33.42867128883735,33.73452544806916,182788000
2017-05-04,33.95233917236328,34.09368188573626,33.78550831278859,33.950023353836144,93487600
2017-05-05,34.515384674072266,34.520016309847264,34.0056218908361,34.0056218908361,109310800
2017-05-08,35.45381164550781,35.61369150611041,34.53161032572545,34.53161032572545,195009600
2017-05-09,35.6808967590332,35.88711778120895,35.55577182590105,35.65308925411418,156521600
2017-05-10,35.5117301940918,35.6692941975358,35.245266182343556,35.597464952748,103222800
2017-05-11,35.81886672973633,35.846789014559334,35.43729530564325,35.46986834610747,109020400
2017-05-12,36.319091796875,36.39354292271868,35.98637823239584,35.993357914500116,130108000
2017-05-15,36.22602081298828,36.447052347309615,36.0747896448195,36.29814655627475,104038800
2017-05-16,36.17249298095703,36.30976472613984,35.99799391668286,36.28184601191759,80194000
2017-05-17,34.957984924316406,35.96310140293854,34.8323471395852,35.7374156255681,203070800
2017-05-18,35.49078369140625,35.676916748388514,35.16272812806448,35.19530114677192,134272800
2017-05-19,35.61178207397461,35.82583391523636,35.51173760966273,35.68623674060161,107843200
2017-05-22,35.828163146972656,35.96543494576482,35.576883970261584,35.8304885240018,91865600
2017-05-23,35.783958435058594,36.03988838229919,35.66995104980235,36.03988838229919,79675600
2017-05-24,35.67693328857422,35.870046114080495,35.52104780176192,35.793266059347076,76712000
2017-05-25,35.80024719238281,35.91192921299066,35.60480898161094,35.76767415725416,76942400
2017-05-26,35.73975372314453,35.88633414933184,35.669953351141324,35.83049314169039,87710400
2017-05-30,35.75370407104492,35.93052855869252,35.674598659481006,35.69553770074319,80507600
2017-05-31,35.5420036315918,35.87006305212946,35.45359309818867,35.82353063188633,97804800
2017-06-01,35.639705657958984,35.674607619021614,35.41634872801346,35.63738028063256,65616400
2017-06-02,36.16785430908203,36.16785430908203,35.57223114698154,35.73277092352461,111082800
2017-06-05,35.81419372558594,35.93518076279885,35.70484422198563,35.909587419353684,101326800
2017-06-06,35.93519592285156,36.25162123430403,35.77931041981028,35.80722915164012,106499600
2017-06-07,36.14923858642578,36.29116468731053,35.94216642777695,36.06780778931761,84278400
2017-06-08,36.060821533203125,36.188784698212245,35.92354621133519,36.12131327575641,85003200
2017-06-09,34.66250228881836,36.1073564847244,33.973814454686796,36.1073564847244,259530800
2017-06-12,33.83422088623047,33.99010636502912,33.15716334309144,33.90867555979091,289229200
2017-06-13,34.10643768310547,34.306530172068896,33.77139876668354,34.239058733436686,136661600
2017-06-14,33.77372360229492,34.318160000424676,33.46660344938461,34.318160000424676,126124800
2017-06-15,33.571311950683594,33.61551897493088,33.08737071206775,33.345629624601386,128661600
2017-06-16,33.101318359375,33.62016137828679,33.08503007191551,33.45264195107154,201444400
2017-06-19,34.04826736450195,34.141335691738696,33.42472554788732,33.42472554788732,130165600
2017-06-20,33.73883056640625,34.17158863704465,33.722545823795535,34.17158863704465,99600400
2017-06-21,33.93891525268555,33.985451192708595,33.645758001586714,33.85748445803276,85063200
2017-06-22,33.883087158203125,34.13203746511765,33.764425448659736,33.915660195094596,76425200
2017-06-23,34.034305572509766,34.23905232761556,33.762087391395056,33.76674169497294,141757600
2017-06-26,33.927276611328125,34.49963161315151,33.824903248350175,34.241372829345465,102769600
2017-06-27,33.441017150878906,34.00639626054493,33.415423799409346,33.73882875878233,99047600
2017-06-28,33.92961502075195,33.9947610858177,33.30839847517871,33.61784405933814,88329600
2017-06-29,33.42938232421875,33.7667501897156,33.10365199569099,33.66903109115727,125997600
2017-06-30,33.508487701416016,33.727193848567445,33.452646701017585,33.608532166495024,92096400
2017-07-03,33.38749694824219,33.80629552940867,33.294432174735654,33.70857645216875,57111200
2017-07-05,33.52477264404297,33.687637791782386,33.20602202988196,33.43170785967585,86278400
2017-07-06,33.208343505859375,33.387496922424134,33.133892397150426,33.275818484263944,96515200
2017-07-07,33.545711517333984,33.67833256208607,33.24789994864159,33.24789994864159,76806800
2017-07-10,33.75045394897461,33.9575260840945,33.35724871988106,33.52942245309055,84362400
2017-07-11,33.85980987548828,33.93426453945927,33.59224597100433,33.6736767657546,79127200
2017-07-12,33.90867614746094,34.01104600008935,33.6946242825563,33.93892025269907,99538000
2017-07-13,34.38098907470703,34.548508553539335,33.838877921012845,33.85283728588311,100797600
2017-07-14,34.67647171020508,34.74394670723084,34.278615611252704,34.42752141995793,80528400
2017-07-17,34.797447204589844,35.10921808305502,34.56711066088786,34.62527702852062,95174000
2017-07-18,34.918434143066406,34.93006812659822,34.59037497851314,34.71368739352508,71475200
2017-07-19,35.13714599609375,35.23021077917349,34.88819219855489,35.01150463372281,83692000
2017-07-20,34.97892761230469,35.30466141629395,34.94402921018139,35.248820422703176,68974800
2017-07-21,34.962650299072266,35.00220301327557,34.63924535334479,34.897504234479264,105010400
2017-07-24,35.3860969543457,35.46753130382192,34.876558913791825,35.0347733084386,85972800
2017-07-25,35.5373420715332,35.79327208016707,35.31863585766034,35.31863585766034,75415600
2017-07-26,35.704856872558594,35.81420641490249,35.61178852242239,35.67926352004546,63124000
2017-07-27,35.030120849609375,35.828165445859824,34.271632516750024,35.77232444183195,129905200
2017-07-28,34.783504486083984,34.95334936677748,34.71137872374271,34.874243920996406,68854800
2017-07-31,34.604339599609375,34.97660582806359,34.46474242658444,34.87655781471155,79383600
2017-08-01,34.91146469116211,34.95101740660357,34.529893350803725,34.69043314007424,141474400
2017-08-02,36.56106185913086,37.16831904468561,36.333050629937745,37.05896595972482,279747200
2017-08-03,36.195770263671875,36.577341507135046,36.06780354021306,36.54011417845731,108389200
2017-08-04,36.386566162109375,36.62155709560756,36.22370098294259,36.31211503028798,82239600
2017-08-07,36.949607849121094,36.97520119637969,36.45170381624877,36.54244322013037,87481200
2017-08-08,37.245094299316406,37.65225893123959,36.823970305186876,36.90075034751565,144823600
2017-08-09,37.47311782836914,37.52197916236135,37.01942065642019,37.05431907341818,104526000
2017-08-10,36.27952194213867,37.37267085382803,36.11835172881983,37.34931150889014,163217200
2017-08-11,36.78404998779297,37.03865401463654,36.45470603734179,36.57850272339743,105028400
2017-08-14,37.33762741088867,37.421716044881556,37.080688928095164,37.21383075030676,88490800
2017-08-15,37.746402740478516,37.88654813163117,37.40537551681535,37.5268377071231,117862000
2017-08-16,37.59455490112305,37.958937721714406,37.40769091093579,37.82579948994487,110686400
2017-08-17,36.87282180786133,37.538524118769324,36.8681492247434,37.494143489490575,111762400
2017-08-18,36.78872299194336,37.25588137914264,36.606531506066496,36.87281164420466,109712400
2017-08-21,36.72099304199219,36.879825210744755,36.23047522364687,36.78872945181048,105474000
2017-08-22,37.321285247802734,37.372672958251194,36.91018712835087,36.95923676569251,86418400
2017-08-23,37.368003845214844,37.482458949863776,37.11106883325593,37.155449456775635,77596400
2017-08-24,37.2021484375,37.545510038234,37.033971181461524,37.473097515220104,79275600
2017-08-25,37.339969635009766,37.503474355966645,37.20215876764151,37.290916436654896,101920400
2017-08-28,37.716033935546875,37.83983062715919,37.356319969471436,37.40537316998564,103864000
2017-08-29,38.052391052246094,38.10144069184242,37.372674676180424,37.39603402350743,118067600
2017-08-30,38.155155181884766,38.28128635335541,37.98230532959135,38.26026508546613,109078400
2017-08-31,38.30699157714844,38.42845376791211,38.185529386384765,38.22290291648682,107140400
2017-09-01,38.31865692138672,38.52654220415275,38.22055411465682,38.49384126857611,66364400
2017-09-05,37.858516693115234,38.3653831231186,37.50347531557039,38.248593524570296,117874000
2017-09-06,37.81879806518555,38.07106395509267,37.49412321472016,38.00566208335394,86606800
2017-09-07,37.66697692871094,37.895887089131044,37.45675709434637,37.86084807398001,87714000
2017-09-08,37.052669525146484,37.64128654119942,37.0293101795624,37.57355014162275,114446000
2017-09-11,37.723045349121094,37.851514637440694,37.34698264920527,37.48946612095316,126323200
